PYTHON EXE: D:\Uni shit\Thesis\Code_New\.venv\Scripts\python.exe
torch: 2.9.1+cu126
torch cuda build: 12.6
cuda available: True
=== Training hierarchical RL tutor ===
- Number of topics: 8
- Tutee enabled:   True
         1211811 function calls (1195335 primitive calls) in 2.906 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selector_events.py:763(_SelectorSocketTransport)
        4    0.000    0.000    0.000    0.000 context.py:253(get_start_method)
       12    0.000    0.000    0.000    0.000 process.py:37(current_process)
        1    0.000    0.000    0.000    0.000 wrappers.py:91(elementwise_type_promotion_wrapper)
        1    0.000    0.000    0.000    0.000 _hook_iterator.py:9(_SnapshotState)
        1    0.000    0.000    0.000    0.000 grouping.py:37(BatcherIterDataPipe)
        1    0.000    0.000    0.000    0.000 model.py:2520(BaseOperatorName)
        1    0.000    0.000    0.000    0.000 utils.py:455(NamespaceHelper)
        3    0.000    0.000    0.000    0.000 utils.py:545(copy)
        1    0.000    0.000    0.000    0.000 utils.py:524(OrderedSet)
        1    0.000    0.000    0.000    0.000 activation.py:1853(LogSoftmax)
        1    0.000    0.000    0.000    0.000 __init__.py:484(select)
        1    0.000    0.000    0.000    0.000 __init__.py:972(distributions)
        1    0.000    0.000    0.000    0.000 csv.py:80(DictReader)
        1    0.000    0.000    0.000    0.000 calendar.py:295(TextCalendar)
        1    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
        1    0.000    0.000    0.000    0.000 library.py:76(Library)
        1    0.000    0.000    0.000    0.000 utils.py:14(Kernel)
        1    0.000    0.000    0.000    0.000 __init__.py:134(StreamContext)
        1    0.000    0.000    0.000    0.000 std.py:682(<setcomp>)
        1    0.000    0.000    0.000    0.000 graph_module.py:43(_EvalCacheLoader)
        1    0.000    0.000    0.000    0.000 suite.py:328(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
       15    0.000    0.000    0.000    0.000 mock.py:1976(<genexpr>)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:1874(OneCycleLR)
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:56(Action)
        1    0.000    0.000    0.000    0.000 graph_drawer.py:485(FxGraphDrawer)
        1    0.000    0.000    0.000    0.000 fake_profile.py:38(OpProfile)
        1    0.000    0.000    0.000    0.000 meta_utils.py:222(MetaTensorDescriber)
        1    0.000    0.000    0.000    0.000 wrap.py:173(TagActivationCheckpoint)
        1    0.000    0.000    0.000    0.000 dynamic_shapes.py:492(_IntWrapper)
        1    0.000    0.000    0.000    0.000 exported_program.py:97(ModuleCallSignature)
        1    0.000    0.000    0.000    0.000 _config_module.py:277(_ConfigEntry)
        1    0.000    0.000    0.000    0.000 pool.py:764(wait)
        5    0.000    0.000    0.000    0.000 popen_spawn_win32.py:22(_path_eq)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 _weakrefset.py:111(remove)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3847(Doc)
        1    0.000    0.000    0.000    0.000 sysconfig.py:161(_is_python_source_dir)
        1    0.000    0.000    0.000    0.000 sslproto.py:35(_SSLPipe)
        1    0.000    0.000    0.000    0.000 _content_store.py:52(decorate_fn)
        1    0.000    0.000    0.000    0.000 dataframes.py:389(CaptureDataFrameWithDataPipeOps)
        1    0.000    0.000    0.000    0.000 routeddecoder.py:19(RoutedDecoderIterDataPipe)
        1    0.000    0.000    0.000    0.000 streamreader.py:12(StreamReaderIterDataPipe)
        1    0.000    0.000    0.000    0.000 model.py:1785(Annotation)
        1    0.000    0.000    0.000    0.000 _functions.py:7(SyncBatchNorm)
        2    0.000    0.000    0.000    0.000 __init__.py:577(_discover_resolvers)
        1    0.000    0.000    0.000    0.000 graph.py:668(_CloneArgBeforeMutateMode)
        1    0.000    0.000    0.000    0.000 normalization.py:106(LayerNorm)
        1    0.000    0.000    0.000    0.000 pooling.py:682(AvgPool2d)
        1    0.000    0.000    0.000    0.000 __init__.py:115(GenericModule)
        1    0.000    0.000    0.000    0.000 __init__.py:101(__init__)
        1    0.000    0.000    0.000    0.000 autograd.py:128(Metadata)
        1    0.000    0.000    0.000    0.000 distributed.py:225(_BufferCommHookLocation)
        1    0.000    0.000    0.000    0.000 transforms.py:1244(CumulativeDistributionTransform)
        1    0.000    0.000    0.000    0.000 constraint_registry.py:80(ConstraintRegistry)
        1    0.000    0.000    0.000    0.000 utils.py:183(DisableOnWriteError)
        1    0.000    0.000    0.000    0.000 graph.py:143(_Namespace)
        1    0.000    0.000    0.000    0.000 _guards.py:76(CompileId)
        1    0.000    0.000    0.000    0.000 linear.py:16(Linear)
        1    0.000    0.000    0.000    0.000 observer.py:77(_PartialWrapper)
        1    0.000    0.000    0.000    0.000 scan.py:438(ScanAutogradOp)
        1    0.000    0.000    0.000    0.000 dynamic_shapes.py:445(_DerivedConstraint)
        1    0.000    0.000    0.000    0.000 pool.py:80(MaybeEncodingError)
        1    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        7    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        3    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
       11    0.000    0.000    0.000    0.000 typing.py:1737(cast)
        1    0.000    0.000    0.000    0.000 high_level_agent.py:70(HighLevelAgent)
        5    0.000    0.000    0.000    0.000 threading.py:1183(daemon)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:663(_ProtocolMeta)
        1    0.000    0.000    0.001    0.001 __init__.py:445(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 _convertions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2241(clip)
        1    0.000    0.000    0.000    0.000 _machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 _linalg.py:59(SVDResult)
        1    0.000    0.000    0.000    0.000 overrides.py:2006(TorchFunctionMode)
        1    0.000    0.000    0.000    0.000 grad_scaler.py:43(OptState)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queues.py:219(PriorityQueue)
        4    0.000    0.000    0.000    0.000 process.py:193(name)
        1    0.000    0.000    0.000    0.000 model.py:246(_TorchDispatchModeKey)
        1    0.000    0.000    0.000    0.000 model.py:1260(UfuncInnerLoop)
        1    0.000    0.000    0.000    0.000 __init__.py:723(DistributionFinder)
        1    0.000    0.000    0.000    0.000 __init__.py:885(MetadataPathFinder)
        1    0.000    0.000    0.000    0.000 __init__.py:911(PathDistribution)
        1    0.000    0.000    0.000    0.000 zipfile.py:2257(Path)
        1    0.000    0.000    0.000    0.000 grad_mode.py:380(_unsafe_preserve_version_counter)
        1    0.000    0.000    0.000    0.000 autograd_function.py:621(CtxCustomSave)
        1    0.000    0.000    0.000    0.000 rnn.py:1611(LSTMCell)
        1    0.000    0.000    0.000    0.000 chi2.py:12(Chi2)
        1    0.000    0.000    0.000    0.000 request.py:939(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:2139(FancyURLopener)
        4    0.000    0.000    0.000    0.000 utils.py:222(__eq__)
        1    0.000    0.000    0.000    0.000 graph.py:216(PythonCode)
        1    0.000    0.000    0.000    0.000 graph.py:271(_PyTreeInfo)
        1    0.000    0.000    0.000    0.000 proxy.py:808(<dictcomp>)
        1    0.000    0.000    0.000    0.000 mock.py:2461(_Call)
        1    0.000    0.000    0.000    0.000 linear_relu.py:58(LinearLeakyReLU)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:1004(TensorMetadata)
        1    0.000    0.000    0.000    0.000 _fake_tensor_utils.py:76(_DeconstructedSymType)
        1    0.000    0.000    0.000    0.000 _backward_state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 descriptors.py:525(PhiloxForwardBaseOffsetAOTInput)
        1    0.000    0.000    0.000    0.000 invoke_subgraph.py:52(InvokeSubgraphHOP)
        1    0.000    0.000    0.000    0.000 map.py:35(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.set_typeDict}
       12    0.000    0.000    0.000    0.000 _collections_abc.py:315(__subclasshook__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:21(__enter__)
        2    0.000    0.000    0.001    0.000 inspect.py:1133(getsource)
        1    0.000    0.000    0.000    0.000 __init__.py:2089(_manager_path)
        1    0.000    0.000    0.000    0.000 subprocess.py:141(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3901(Format)
        1    0.000    0.000    0.000    0.000 _structures.py:6(InfinityType)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._jit_init}
        1    0.000    0.000    0.000    0.000 _linalg.py:51(QRResult)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 proactor_events.py:327(_ProactorBaseWritePipeTransport)
        1    0.000    0.000    0.000    0.000 selector_events.py:1001(_SelectorDatagramTransport)
        1    0.000    0.000    0.000    0.000 __init__.py:376(ELEMENTWISE_PRIM_TYPE_PROMOTION_KIND)
        1    0.000    0.000    0.000    0.000 __init__.py:1463(ELEMENTWISE_TYPE_PROMOTION_KIND)
        1    0.000    0.000    0.000    0.000 _typing.py:271(_DataPipeMeta)
        1    0.000    0.000    0.000    0.000 combining.py:373(DemultiplexerIterDataPipe)
        1    0.000    0.000    0.000    0.000 utils.py:123(FileManager)
        1    0.000    0.000    0.000    0.000 linear.py:162(Bilinear)
        1    0.000    0.000    0.000    0.000 container.py:638(ParameterList)
        1    0.000    0.000    0.000    0.000 graph.py:250(saved_tensors_hooks)
        1    0.000    0.000    0.000    0.000 _ops.py:1429(__init__)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 conv.py:1386(_LazyConvXdMixin)
        1    0.000    0.000    0.000    0.000 fold.py:11(Fold)
        1    0.000    0.000    0.000    0.000 padding.py:33(_CircularPadNd)
        1    0.000    0.000    0.000    0.000 padding.py:275(ConstantPad2d)
        1    0.000    0.000    0.000    0.000 transforms.py:626(SigmoidTransform)
        1    0.000    0.000    0.000    0.000 operator_schemas.py:44(_nonzero_schemas)
        1    0.000    0.000    0.000    0.000 conv_relu.py:103(ConvReLU2d)
        1    0.000    0.000    0.000    0.000 observer.py:1526(RecordingObserver)
        1    0.000    0.000    0.000    0.000 observer.py:1646(ZeroPointDomain)
        1    0.000    0.000    0.000    0.000 meta_utils.py:512(ViewFunc)
        1    0.000    0.000    0.000    0.000 proxy_tensor.py:2047(_MakefxTracer)
        1    0.000    0.000    0.000    0.000 auto_functionalize.py:31(SchemaHolder)
        3    0.000    0.000    0.000    0.000 utils.py:1056(register_fake)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        2    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        4    0.000    0.000    0.000    0.000 functools.py:741(is_related)
       12    0.000    0.000    0.000    0.000 typing.py:1889(<genexpr>)
        1    0.000    0.000    0.000    0.000 random.py:219(__init_subclass__)
        1    0.000    0.000    0.000    0.000 platform.py:716(_get_machine_win32)
        1    0.000    0.000    0.000    0.000 subprocess.py:1037(__exit__)
        5    0.000    0.000    0.000    0.000 threading.py:273(_release_save)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:2672(__hash__)
        3    0.000    0.000    0.000    0.000 _utils.py:1010(__init__)
        2    0.000    0.000    0.000    0.000 datetime.py:792(__new__)
        1    0.000    0.000    0.000    0.000 module.py:72(_WrappedHook)
        1    0.000    0.000    0.000    0.000 fileopener.py:16(FileOpenerIterDataPipe)
        1    0.000    0.000    0.000    0.000 grouping.py:100(UnBatcherIterDataPipe)
        1    0.000    0.000    0.000    0.000 _python_dispatch.py:84(__init__)
        1    0.000    0.000    0.000    0.000 model.py:54(Variant)
        1    0.000    0.000    0.000    0.000 __init__.py:16(Future)
        1    0.000    0.000    0.000    0.000 activation.py:48(Threshold)
        1    0.000    0.000    0.000    0.000 __init__.py:450(SelectableGroups)
        1    0.000    0.000    0.000    0.000 loss.py:376(GaussianNLLLoss)
        1    0.000    0.000    0.000    0.000 loss.py:568(MSELoss)
        1    0.000    0.000    0.000    0.000 normalization.py:17(LocalResponseNorm)
        1    0.000    0.000    0.000    0.000 pooling.py:915(FractionalMaxPool2d)
        1    0.000    0.000    0.000    0.000 utils.py:391(MutationChecker)
        1    0.000    0.000    0.000    0.000 distributed.py:55(_MixedPrecision)
        1    0.000    0.000    0.000    0.000 join.py:86(_JoinConfig)
        1    0.000    0.000    0.000    0.000 _recursive.py:423(ConcreteTypeStore)
        1    0.000    0.000    0.000    0.000 _trace.py:806(_ExportType)
        1    0.000    0.000    0.000    0.000 reductions.py:24(StorageWeakRef)
        1    0.000    0.000    0.000    0.000 activation.py:19(ReLU6)
        1    0.000    0.000    0.000    0.000 batchnorm.py:51(BatchNorm2d)
        1    0.000    0.000    0.000    0.000 functional_modules.py:101(FXFloatFunctional)
        1    0.000    0.000    0.000    0.000 checkpoint.py:97(DefaultDeviceType)
        1    0.000    0.000    0.000    0.000 run_const_graph.py:17(RunConstGraph)
        1    0.000    0.000    0.000    0.000 dynamic_shapes.py:258(_DerivedDim)
        1    0.000    0.000    0.000    0.000 pool.py:362(map)
        1    0.000    0.000    0.001    0.001 util.py:73(find_spec)
        1    0.000    0.000    0.000    0.000 __init__.py:1863(ByteStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:1784(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:1114(tzinfo)
        1    0.000    0.000    0.000    0.000 graphs.py:68(CUDAGraph)
        1    0.000    0.000    0.000    0.000 sslproto.py:409(SSLProtocol)
        1    0.000    0.000    0.000    0.000 transports.py:197(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 locks.py:158(Event)
        1    0.000    0.000    0.000    0.000 proactor_events.py:46(_ProactorBasePipeTransport)
        1    0.000    0.000    0.000    0.000 _semi_structured_conversions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 sampler.py:28(Sampler)
        1    0.000    0.000    0.000    0.000 sampler.py:226(WeightedRandomSampler)
        1    0.000    0.000    0.000    0.000 throughput_benchmark.py:28(ExecutionStats)
        1    0.000    0.000    0.000    0.000 linear.py:148(NonDynamicallyQuantizableLinear)
       10    0.000    0.000    0.000    0.000 _jit_internal.py:106(is_scripting)
        1    0.000    0.000    0.000    0.000 activation.py:483(Mish)
        1    0.000    0.000    0.000    0.000 activation.py:1009(Softshrink)
        1    0.000    0.000    0.000    0.000 _pytree.py:1778(_ProtocolFn)
        1    0.000    0.000    0.000    0.000 forward_ad.py:220(_set_fwd_grad_enabled)
        1    0.000    0.000    0.000    0.000 distance.py:10(PairwiseDistance)
